source_id,class_code,active,tier,status,sitemap_products,sds_library_visible,products_registered,producers_registered,trade_kg_hs3208,trade_eur_hs3208,trade_kg_hs3209,trade_eur_hs3209,products_listed,doc_links_seen,walk_budget_exhausted,catalog_count,category_count,page_sample_ok,sds_sample_ok,records_hs3208,records_hs3209,records_hs3213,export_rows,census_status,last_run_key,products_identifiable,cap_manufacturer,cap_product_ident,cap_cn8_linkage,cap_depth_tier,cn8_reachable,real_product_source
PE-10,PE,1,b,done,2 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe10-2,—,—,—,—,—,—,0
PE-11,PE,1,b,done,146 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe11-2,—,—,—,—,—,—,0
PE-12,PE,1,b,done,9 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe12-2,—,—,—,—,—,—,0
PE-13,PE,1,b,done,1953 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe13-2,—,—,—,—,—,—,0
PE-14,PE,1,b,done,3 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe14-2,—,—,—,—,—,—,0
PE-15,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe15-2,—,—,—,—,—,—,0
PE-16,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe16-2,—,—,—,—,—,—,0
PE-17,PE,1,b,done,0 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe17-2,—,—,—,—,—,—,0
PE-18,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe18-2,—,—,—,—,—,—,0
PE-19,PE,1,b,done,1619 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe19-2,—,—,—,—,—,—,0
PE-2,PE,0,—,blocked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260912-pe2-3,—,—,—,—,—,—,0
PE-20,PE,1,b,done,199354 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe20-2,—,—,—,—,—,—,0
PE-21,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe21-2,—,—,—,—,—,—,0
PE-22,PE,1,b,blocked,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe22-2,—,—,—,—,—,—,0
PE-23,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe23-2,—,—,—,—,—,—,0
PE-24,PE,1,d,failed,—,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe24-2,—,—,—,—,—,—,0
PE-25,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe25-2,—,—,—,—,—,—,0
PE-26,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe26-2,—,—,—,—,—,—,0
PE-27,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe27-2,—,—,—,—,—,—,0
PE-28,PE,1,b,done,0 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe28-2,—,—,—,—,—,—,0
PE-29,PE,1,b,done,4 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe29-2,—,—,—,—,—,—,0
PE-3,PE,0,—,failed,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260912-pe3-3,—,—,—,—,—,—,0
PE-30,PE,1,b,done,60 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe30-2,—,—,—,—,—,—,0
PE-31,PE,1,d,blocked,—,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe31-2,—,—,—,—,—,—,0
PE-32,PE,1,b,done,0 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe32-2,—,—,—,—,—,—,0
PE-33,PE,1,b,done,1541 count,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe33-2,—,—,—,—,—,—,0
PE-34,PE,1,b,done,2 count,1 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe34-2,—,—,—,—,—,—,0
PE-35,PE,1,d,failed,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe35-2,—,—,—,—,—,—,0
PE-36,PE,1,b,done,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe36-2,—,—,—,—,—,—,0
PE-37,PE,1,b,done,22 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe37-2,—,—,—,—,—,—,0
PE-38,PE,1,b,done,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe38-2,—,—,—,—,—,—,0
PE-39,PE,1,b,done,0 count,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,probe-20260914-pe39-2,—,—,—,—,—,—,0
PE-4,PE,0,—,done,—,—,—,—,—,—,—,—,0 count,0 count,0,—,—,—,—,—,—,—,—,—,probe-20260912-pe4-3,—,—,—,—,—,—,0
